상가업소번호,상호명,시도명,도로명,행정동명,시군구명,경도,위도
MA010120220808401853,법인슈퍼파머스,제주특별자치도,제주특별자치도 서귀포시 일주동로,영천동,서귀포시,126.578903342818,33.2558627468877
MA010120220808388212,셀렉토커피제주삼화점멜리,제주특별자치도,제주특별자치도 제주시 화삼북로2길,화북동,제주시,126.576699435784,33.5161504249393
MA010120220808394653,빽다방제주일도,제주특별자치도,제주특별자치도 제주시 신산로,일도1동,제주시,126.531482564516,33.5120296771657
MA010120220808515760,헬시바비,제주특별자치도,제주특별자치도 제주시 신광로6길,연동,제주시,126.48770145427,33.4878199667464
MA010120220808523571,레아드레스앤카페,제주특별자치도,제주특별자치도 제주시 1100로,노형동,제주시,126.48355244982,33.4743960619865
MA010120220808520913,봉카페,제주특별자치도,제주특별자치도 서귀포시 성산읍 성산등용로,성산읍,서귀포시,126.93341204964,33.4651577074534
MA010120220808517269,알로하,제주특별자치도,제주특별자치도 서귀포시 남원읍 남조로,남원읍,서귀포시,126.722435463693,33.293891085736
MA010120220808525685,아줄레주,제주특별자치도,제주특별자치도 서귀포시 성산읍 신풍하동로19번길,성산읍,서귀포시,126.839165242285,33.3669845385616
MA010120220808528095,작심스터디카페제주연동신광점,제주특별자치도,제주특별자치도 제주시 도령로11길,연동,제주시,126.486911940545,33.4921533561438
MA010120220808505172,투썸플레이스제주모슬포점,제주특별자치도,제주특별자치도 서귀포시 대정읍 최남단해안로,대정읍,서귀포시,126.25211199136,33.2166754476127
MA010120220808492368,에이프릴,제주특별자치도,제주특별자치도 제주시 진군1길,노형동,제주시,126.479060939081,33.4788762160499
MA010120220808542279,티유인,제주특별자치도,제주특별자치도 제주시 선사로,삼양동,제주시,126.586365602153,33.5228278139993
MA010120220808548374,소인,제주특별자치도,제주특별자치도 제주시 원노형8길,노형동,제주시,126.484376448187,33.4842178404962
MA010120220808531319,제주삼화백다방,제주특별자치도,제주특별자치도 제주시 화삼북로,삼양동,제주시,126.587662087012,33.5172873440624
MA010120220808545279,마마미니,제주특별자치도,제주특별자치도 제주시 조천읍 와선로,조천읍,제주시,126.698222264104,33.4845083151853
MA010120220808535567,스팅그레이,제주특별자치도,제주특별자치도 제주시 한경면 대한로,한경면,제주시,126.247340310645,33.3040846213043
MA010120220808483812,그대가사는시간,제주특별자치도,제주특별자치도 서귀포시 칠십리로,송산동,서귀포시,126.583341146686,33.2478802287594
MA010120220808477365,봄봄,제주특별자치도,제주특별자치도 제주시 산천단동3길,아라동,제주시,126.558336296537,33.450540264865
MA010120220808468956,네모의작업실,제주특별자치도,제주특별자치도 제주시 한림읍 금능남로,한림읍,제주시,126.233468692165,33.3849089485848
MA010120220808486985,포빈즈,제주특별자치도,제주특별자치도 제주시 조천읍 중산간동로,조천읍,제주시,126.656525972076,33.4987892952354
MA010120220808598937,에브리씽글데이카페,제주특별자치도,제주특별자치도 서귀포시 대정읍 추사로,대정읍,서귀포시,126.27518694161,33.2502077937682
MA010120220808605540,파스쿠찌제주,제주특별자치도,제주특별자치도 제주시 중앙로,이도2동,제주시,126.539568570369,33.4891054399428
MA010120220808604510,초가시월,제주특별자치도,제주특별자치도 서귀포시 표선면 성읍정의현로22번길,표선면,서귀포시,126.80205428962,33.3846116908981
MA010120220808595774,글라스어니언,제주특별자치도,제주특별자치도 서귀포시 대포복개로,중문동,서귀포시,126.434143084594,33.2464253445882
MA010120220808595810,모던플레이스,제주특별자치도,제주특별자치도 서귀포시 상예로,예래동,서귀포시,126.394765088984,33.2679239016667
MA010120220808603637,카페랑스,제주특별자치도,제주특별자치도 서귀포시 동홍로,동홍동,서귀포시,126.568166725603,33.2656266333992
MA010120220808595997,마당한동,제주특별자치도,제주특별자치도 제주시 구좌읍 한동로,구좌읍,제주시,126.819899398469,33.5333321625976
MA010120220808602130,요석드림,제주특별자치도,제주특별자치도 제주시 애월읍 유수암평화길,애월읍,제주시,126.408062795277,33.4235513102009
MA010120220808607393,설빙,제주특별자치도,제주특별자치도 서귀포시 이중섭로,정방동,서귀포시,126.564006048325,33.2476155919326
MA010120220808607478,점점,제주특별자치도,제주특별자치도 제주시 조천읍 신촌북3길,조천읍,제주시,126.615248104929,33.5370308136458
MA010120220808586229,카페,제주특별자치도,제주특별자치도 서귀포시 안덕면 서광남로,안덕면,서귀포시,126.30126248234,33.2811831344206
MA010120220808571317,더벤티제주,제주특별자치도,제주특별자치도 제주시 월랑로,노형동,제주시,126.478260976881,33.4866896553268
MA010120220808570050,설빙제주아라점,제주특별자치도,제주특별자치도 제주시 박성내동길,아라동,제주시,126.540898728347,33.4939609519037
MA010120220808586547,카페따라비,제주특별자치도,제주특별자치도 서귀포시 표선면 중산간동로,표선면,서귀포시,126.766681264252,33.3617302369091
MA010120220808586691,애월리다과점,제주특별자치도,제주특별자치도 제주시 애월읍 애월로,애월읍,제주시,126.322175364225,33.4637643042972
MA010120220808586866,오마이살롱,제주특별자치도,제주특별자치도 서귀포시 안덕면 덕수회관로74번길,안덕면,서귀포시,126.306716982363,33.2565545996355
MA010120220808578145,같이살자지구카페,제주특별자치도,제주특별자치도 제주시 구좌읍 중산간동로,구좌읍,제주시,126.784418567022,33.4713084071636
MA010120220808574805,송백당,제주특별자치도,제주특별자치도 제주시 구좌읍 하도13길,구좌읍,제주시,126.889572547599,33.5101886541549
MA010120220808574886,파피용살롱드떼,제주특별자치도,제주특별자치도 서귀포시 표선면 표선중앙로58번길,표선면,서귀포시,126.830612861138,33.3277254254391
MA010120220808620412,카페봄봄,제주특별자치도,제주특별자치도 제주시 조천읍 신북로,조천읍,제주시,126.623007843691,33.5351613371551
MA010120220808624822,천년의미;영평나인,제주특별자치도,제주특별자치도 제주시 영평길,아라동,제주시,126.568751294112,33.4780216146896
MA010120220808550746,컴포즈커피제주,제주특별자치도,제주특별자치도 제주시 과원북4길,노형동,제주시,126.482908652331,33.4813536769828
MA010120220808553516,뜨락,제주특별자치도,제주특별자치도 제주시 애월읍 하귀동남2길,애월읍,제주시,126.412468732084,33.4829150743148
MA010120220808560489,투썸플레이스서귀포,제주특별자치도,제주특별자치도 서귀포시 신서귀로,대륜동,서귀포시,126.510480481111,33.2518163780675
MA010120220808687752,로하스,제주특별자치도,제주특별자치도 서귀포시 하신상로,영천동,서귀포시,126.60562785174,33.276678840376
MA010120220808687200,이스턴펫살롱,제주특별자치도,제주특별자치도 제주시 연삼로,일도2동,제주시,126.545057999609,33.5011169131156
MA010120220808688386,블루샥제주,제주특별자치도,제주특별자치도 제주시 중앙로,이도2동,제주시,126.5357973767,33.4920846634404
MA010120220808651690,뉴시티개발,제주특별자치도,제주특별자치도 제주시 남광북1길,이도2동,제주시,126.534320508392,33.4945945685296
MA010120220808666482,에이바우트커피신제주점,제주특별자치도,제주특별자치도 제주시 연북로,노형동,제주시,126.482486964199,33.4817035380151
MA010120220808665274,할리스커피협재해수욕장점,제주특별자치도,제주특별자치도 제주시 한림읍 한림로,한림읍,제주시,126.240244568317,33.3929567236909
MA010120220808658689,오늘은녹차,제주특별자치도,제주특별자치도 서귀포시 표선면 중산간동로,표선면,서귀포시,126.791077080151,33.3818437607868
MA010120220808660054,시너지플레이스스터디카페노형,제주특별자치도,제주특별자치도 제주시 노형8길,노형동,제주시,126.478267137204,33.4838676988794
MA010120220808693693,와토커피,제주특별자치도,제주특별자치도 서귀포시 대정읍 동일하모로,대정읍,서귀포시,126.256542836942,33.2254566773237
MA010120220808709377,커피핌,제주특별자치도,제주특별자치도 제주시 신대로16길,연동,제주시,126.4956045254,33.4869147291466
MA010120220808708630,카페바르,제주특별자치도,제주특별자치도 서귀포시 성산읍 환해장성로,성산읍,서귀포시,126.916261593406,33.4349703786237
MA010120220808703897,혜연플라워카페,제주특별자치도,제주특별자치도 서귀포시 안덕면 화순로,안덕면,서귀포시,126.336589360911,33.2471243601025
MA010120220808646711,카페별,제주특별자치도,제주특별자치도 제주시 한림읍 일주서로,한림읍,제주시,126.29149576967,33.4427301057495
MA010120220808644449,카페앤틱애월,제주특별자치도,제주특별자치도 제주시 애월읍 하귀11길,애월읍,제주시,126.414170591874,33.482634622345
MA010120220808634295,오늘의감정오감,제주특별자치도,제주특별자치도 제주시 구좌읍 세화11길,구좌읍,제주시,126.861215013803,33.5219711058146
MA010120220808764222,감성커피,제주특별자치도,제주특별자치도 제주시 번영로,봉개동,제주시,126.581714026106,33.4962692784232
MA010120220808770259,블루로즈553,제주특별자치도,제주특별자치도 제주시 한경면 홍수암로,한경면,제주시,126.228476565961,33.3380493264933
MA010120220808760840,블루그라스,제주특별자치도,제주특별자치도 제주시 애월읍 곽지8길,애월읍,제주시,126.309235175604,33.4474463136382
MA010120220808769290,성지길,제주특별자치도,제주특별자치도 제주시 중앙로,이도1동,제주시,126.523895059057,33.5099902022538
MA010120220808762506,디엔에이투자파트너스,제주특별자치도,제주특별자치도 제주시 한경면 청수서4길,한경면,제주시,126.249076999557,33.3081613518521
MA010120220808751796,로컬리지,제주특별자치도,제주특별자치도 서귀포시 안덕면 산방로,안덕면,서귀포시,126.296314845844,33.2315394864296
MA010120220808779384,벨라위미,제주특별자치도,제주특별자치도 서귀포시 남원읍 태위로151번길,남원읍,서귀포시,126.665460471449,33.2764575315814
MA010120220808790522,카페보리다,제주특별자치도,제주특별자치도 제주시 오복1길,이도2동,제주시,126.533524055754,33.4966291736431
MA010120220808779586,레오파드,제주특별자치도,제주특별자치도 서귀포시 일주동로,서홍동,서귀포시,126.549508726096,33.2539745108839
MA010120220808782167,제주신서란진흥원,제주특별자치도,제주특별자치도 제주시 일주동로,삼양동,제주시,126.576433157957,33.5221991965813
MA010120220808781043,그럼외도,제주특별자치도,제주특별자치도 제주시 월대3길,외도동,제주시,126.433999373433,33.4943031647943
MA010120220808719042,설빙제주삼화점,제주특별자치도,제주특별자치도 제주시 화삼북로2길,화북동,제주시,126.576680499818,33.515618420705
MA010120220808728602,황제다방,제주특별자치도,제주특별자치도 서귀포시 명동로,정방동,서귀포시,126.565799034777,33.2474144894085
MA010120220808718763,엠소마앤엠단테성산점,제주특별자치도,제주특별자치도 서귀포시 성산읍 성산등용로17번길,성산읍,서귀포시,126.929446529666,33.4602958384298
MA010120220808715186,셔링,제주특별자치도,제주특별자치도 제주시 설촌로8길,삼양동,제주시,126.584133962032,33.5235416148195
MA010120220808832712,청춘부부,제주특별자치도,제주특별자치도 서귀포시 대정읍 추사로38번길,대정읍,서귀포시,126.279114078242,33.2659186504468
MA010120220808841368,오로라정원,제주특별자치도,제주특별자치도 제주시 한림읍 금능남로,한림읍,제주시,126.24856197763,33.3594050484974
MA010120220808835996,봄벳,제주특별자치도,제주특별자치도 서귀포시 상예로,예래동,서귀포시,126.394676458197,33.2667693990646
MA010120220808815662,촐리케이크,제주특별자치도,제주특별자치도 제주시 신설로2길,이도2동,제주시,126.54200692347,33.4939921005826
MA010120220808827439,우도여행,제주특별자치도,제주특별자치도 제주시 우도면 우도해안길,우도면,제주시,126.952549316039,33.5244199934525
MA010120220808827541,소이재,제주특별자치도,제주특별자치도 제주시 다랑곶3길,노형동,제주시,126.478537274295,33.4890620037643
MA010120220808823967,더카이로스,제주특별자치도,제주특별자치도 제주시 애월읍 장유길,애월읍,제주시,126.400122970298,33.4492626946655
MA010120220808819727,논짓물힐링카페,제주특별자치도,제주특별자치도 서귀포시 논짓물로,예래동,서귀포시,126.387981620509,33.2371815267524
MA010120220808826727,피노엔키오,제주특별자치도,제주특별자치도 제주시 구좌읍 일주동로,구좌읍,제주시,126.729373786844,33.5563744603761
MA010120220808830962,마타하리,제주특별자치도,제주특별자치도 서귀포시 칠십리로,효돈동,서귀포시,126.617649044978,33.2571960988902
MA010120220808808919,카페준,제주특별자치도,제주특별자치도 서귀포시 솔동산로22번길,송산동,서귀포시,126.562116151308,33.2435786625474
MA010120220808807871,동백정원,제주특별자치도,제주특별자치도 서귀포시 이어도로343번길,중문동,서귀포시,126.446366072505,33.2496360396385
MA010120220808794310,모카,제주특별자치도,제주특별자치도 서귀포시 남원읍 태신해안로,남원읍,서귀포시,126.761391206721,33.2921687165764
MA010120220808925252,비엔,제주특별자치도,제주특별자치도 제주시 거로남4길,화북동,제주시,126.564312861427,33.5049637941233
MA010120220808952753,도린곁,제주특별자치도,제주특별자치도 제주시 종천길,오라동,제주시,126.501964814433,33.473542768157
MA010120220809026325,영재당,제주특별자치도,제주특별자치도 서귀포시 중앙로89번길,천지동,서귀포시,126.557984572593,33.2522106830186
MA010120220808991919,바라나시책골목,제주특별자치도,제주특별자치도 제주시 동한두기길,용담1동,제주시,126.515195743107,33.5163216885276
MA010120220808985090,오카소,제주특별자치도,제주특별자치도 제주시 조천읍 함덕16길,조천읍,제주시,126.664139466625,33.5420146150271
MA010120220809094461,바람코지머뭄센터신천다방,제주특별자치도,제주특별자치도 서귀포시 성산읍 신천서로,성산읍,서귀포시,126.849294183799,33.3442582850935
MA010120220809138733,컴포즈커피연동점,제주특별자치도,제주특별자치도 제주시 과원북4길,연동,제주시,126.491119180073,33.4811352148132
MA010120220809135755,알맞은시간,제주특별자치도,제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길,남원읍,서귀포시,126.769104814506,33.3065192135263
MA010120220809132546,미니핏다이어트,제주특별자치도,제주특별자치도 제주시 조천읍 신북로,조천읍,제주시,126.620624104251,33.5337205270489
MA010120220809141904,그리트커피,제주특별자치도,제주특별자치도 제주시 인다6길,아라동,제주시,126.549249510419,33.47518432446
MA010120220809142029,헌치카페,제주특별자치도,제주특별자치도 제주시 구좌읍 비자림로,구좌읍,제주시,126.770938707401,33.4549471131214
MA010120220809079865,오캄커피,제주특별자치도,제주특별자치도 제주시 광양11길,이도2동,제주시,126.531786542274,33.4995527970798
MA010120220809205338,플랜제로스터디카페,제주특별자치도,제주특별자치도 제주시 연북로,연동,제주시,126.490062431575,33.4815365882484
MA010120220809206595,카페사분의일,제주특별자치도,제주특별자치도 제주시 신비마을1길,노형동,제주시,126.4813102421,33.4462479009194
MA010120220809207865,조금만천천히,제주특별자치도,제주특별자치도 제주시 조천읍 신북로,조천읍,제주시,126.63466616092,33.5354397079865
MA010120220809228160,탑스터디센터,제주특별자치도,제주특별자치도 제주시 도령로,노형동,제주시,126.481387978797,33.4873789744236
MA010120220809230054,더벤티커피고성교차로점,제주특별자치도,제주특별자치도 서귀포시 성산읍 일출로,성산읍,서귀포시,126.913292262872,33.4471220760563
MA010120220809285159,에브리선데이커피제주점,제주특별자치도,제주특별자치도 서귀포시 남원읍 태위로360번길,남원읍,서귀포시,126.673705427289,33.2703663836237
MA010120220809304568,백록다방,제주특별자치도,제주특별자치도 서귀포시 중앙로,중앙동,서귀포시,126.561975907355,33.248032224866
MA010120220809300956,에이바우트커피한라도서관점,제주특별자치도,제주특별자치도 제주시 오남로,오라동,제주시,126.514723337508,33.4775333458453
MA010120220809292955,달페이지,제주특별자치도,제주특별자치도 서귀포시 색달로64번길,예래동,서귀포시,126.413934869255,33.2597569034493
MA010120220809289336,비지니스스터디센터이룸,제주특별자치도,제주특별자치도 제주시 연북로,연동,제주시,126.489190851676,33.4815510309486
MA010120220809303731,로드33,제주특별자치도,제주특별자치도 제주시 문송길,연동,제주시,126.497370821083,33.4866243799448
MA010120220809240644,놀멍쉬멍카페테리아,제주특별자치도,제주특별자치도 서귀포시 천제연로,중문동,서귀포시,126.418371147241,33.2526729580524
MA010120220809237483,카페바나나,제주특별자치도,제주특별자치도 제주시 조천읍 신북로,조천읍,제주시,126.663098869956,33.5438149723343
MA010120220809331223,몽티죠,제주특별자치도,제주특별자치도 제주시 연무정길,건입동,제주시,126.532760529072,33.5145589576766
MA010120220809337113,제주설심당모슬포점,제주특별자치도,제주특별자치도 서귀포시 대정읍 신영로,대정읍,서귀포시,126.250713911395,33.2208775747386
MA010120220809333947,디베스트커피,제주특별자치도,제주특별자치도 서귀포시 대정읍 가파로,대정읍,서귀포시,126.271115706024,33.1743940874651
MA010120220809332831,그러므로파트투,제주특별자치도,제주특별자치도 제주시 수목원길,노형동,제주시,126.485814722705,33.4684188814778
MA010120220809338848,그디,제주특별자치도,제주특별자치도 제주시 성지로,일도1동,제주시,126.530043666681,33.5114111452397
MA010120220809337800,스노우빈,제주특별자치도,제주특별자치도 제주시 조천읍 비자림로,조천읍,제주시,126.679359209054,33.4322760568824
MA010120220809366268,어드래커피,제주특별자치도,제주특별자치도 제주시 구좌읍 세평항로,구좌읍,제주시,126.853847718325,33.5246313677279
MA010120220809361648,제주설심당,제주특별자치도,제주특별자치도 제주시 서해안로,용담2동,제주시,126.49289706461,33.5194420646503
MA010120220809372895,봄봄법환점,제주특별자치도,제주특별자치도 서귀포시 이어도로,대륜동,서귀포시,126.512834979686,33.2374807149448
MA010120220809373160,노마와사비,제주특별자치도,제주특별자치도 제주시 고마로,이도2동,제주시,126.542956721872,33.5016411196921
MA010120220809322289,욜로펜션카페,제주특별자치도,제주특별자치도 제주시 구좌읍 문주란로,구좌읍,제주시,126.888516798957,33.5193479807754
MA010120220809402636,만나요만나,제주특별자치도,제주특별자치도 제주시 조천읍 함덕18길,조천읍,제주시,126.668958734673,33.5403055508079
MA010120220809395311,메가엠지씨커피제주동문,제주특별자치도,제주특별자치도 제주시 관덕로,일도1동,제주시,126.526266503237,33.5132720670653
MA010120220809527937,그레이트커피,제주특별자치도,제주특별자치도 서귀포시 대정읍 평화로,대정읍,서귀포시,126.295375937707,33.2669946298386
MA010120220809535192,피트카페,제주특별자치도,제주특별자치도 제주시 도공로,이호동,제주시,126.46786905421,33.4951474669593
MA010120220809534273,청춘역,제주특별자치도,제주특별자치도 서귀포시 이중섭로,정방동,서귀포시,126.564393372019,33.2452456600615
MA010120220809459681,시트러스,제주특별자치도,제주특별자치도 제주시 한림읍 금능4길,한림읍,제주시,126.230442861108,33.3880187360759
MA010120220809459732,래빗,제주특별자치도,제주특별자치도 제주시 복지로북길,이도2동,제주시,126.521729685099,33.4888395262853
MA010120220809600444,까페뚜이,제주특별자치도,제주특별자치도 제주시 한림읍 협재1길,한림읍,제주시,126.244535933307,33.3988342315436
MA010120220809604210,모란이피기까지,제주특별자치도,제주특별자치도 제주시 구좌읍 상하도길,구좌읍,제주시,126.866348643285,33.5156024343189
MA010120220809601816,메가엠지씨커피제주,제주특별자치도,제주특별자치도 제주시 번영로,봉개동,제주시,126.592938116568,33.4916093421456
MA010120220809609423,율커피,제주특별자치도,제주특별자치도 서귀포시 남원읍 태위로,남원읍,서귀포시,126.701370036912,33.2752596437733
MA010120220809579837,모슬포동백다방,제주특별자치도,제주특별자치도 서귀포시 대정읍 하모이삼로,대정읍,서귀포시,126.252739894636,33.2235675528528
MA010120220809590570,카페나모나모베이커리,제주특별자치도,제주특별자치도 제주시 도두봉6길,도두동,제주시,126.471960739284,33.5089051877018
MA010120220809580131,감성커피연동점,제주특별자치도,제주특별자치도 제주시 신대로20길,연동,제주시,126.491554830211,33.4839139090953
MA010120220809591068,마록당,제주특별자치도,제주특별자치도 제주시 신산마을길,외도동,제주시,126.453163416088,33.4858782122634
MA010120220809576086,공생,제주특별자치도,제주특별자치도 제주시 천수동로2길,일도2동,제주시,126.543277235808,33.5082329421247
MA010120220809626086,무채색,제주특별자치도,제주특별자치도 서귀포시 중문상로82번길,중문동,서귀포시,126.430067446678,33.2544041289589
MA010120220809631294,베라벨거,제주특별자치도,제주특별자치도 서귀포시 중앙로,중앙동,서귀포시,126.561500228587,33.2508887165285
MA010120220809633820,마하나임카페,제주특별자치도,제주특별자치도 제주시 구좌읍 해맞이해안로,구좌읍,제주시,126.893309983598,33.5255191494759
MA010120220809622618,다과상점,제주특별자치도,제주특별자치도 제주시 애월읍 유수암로,애월읍,제주시,126.403199189629,33.4382330216407
MA010120220809632714,혜윰,제주특별자치도,제주특별자치도 제주시 아란13길,아라동,제주시,126.54351367891,33.4693299994388
MA010120220809634456,빽다방서귀포하원점,제주특별자치도,제주특별자치도 서귀포시 일주서로,대천동,서귀포시,126.46132145006,33.2536508319655
MA010120220809574722,카페안녕성산,제주특별자치도,제주특별자치도 서귀포시 성산읍 일출로,성산읍,서귀포시,126.934544023039,33.461894483921
MA010120220809680685,블루하이,제주특별자치도,제주특별자치도 제주시 한림읍 한림로,한림읍,제주시,126.2179927854,33.3813232557845
MA010120220809694353,커피템플,제주특별자치도,제주특별자치도 제주시 영평길,아라동,제주시,126.570246075781,33.4781620462008
MA010120220809689717,르하임스터디카페제주,제주특별자치도,제주특별자치도 제주시 중앙로,이도2동,제주시,126.529788072513,33.4989682098914
MA010120220809681179,카페빈티지,제주특별자치도,제주특별자치도 서귀포시 일주서로,중문동,서귀포시,126.444232102631,33.2528002365554
MA010120220809691269,리부아르,제주특별자치도,제주특별자치도 제주시 애월읍 애월해안로,애월읍,제주시,126.375226973274,33.4819485474852
MA010120220809675711,서귀샌드,제주특별자치도,제주특별자치도 서귀포시 태평로,천지동,서귀포시,126.557861446292,33.2468275138731
MA010120220809674537,월정리카페스쿠버스,제주특별자치도,제주특별자치도 제주시 구좌읍 월정3길,구좌읍,제주시,126.792260478113,33.5526822112256
MA010120220809664705,카페제이라움,제주특별자치도,제주특별자치도 서귀포시 대정읍 노을해안로,대정읍,서귀포시,126.190454838435,33.2564290862529
MA010120220809670041,카페오트,제주특별자치도,제주특별자치도 제주시 한경면 녹차분재로,한경면,제주시,126.256056497606,33.3258566771503
MA010120220809673797,푸딩푸딩,제주특별자치도,제주특별자치도 제주시 우령서로18길,외도동,제주시,126.42619280118,33.4836465517676
MA010120220809663924,초밥군커피씨,제주특별자치도,제주특별자치도 제주시 신선동길,일도2동,제주시,126.530976409436,33.5100893414155
MA010120220809719523,아도스팩토리,제주특별자치도,제주특별자치도 제주시 한경면 판포중2길,한경면,제주시,126.200964404922,33.3560965400406
MA010120220809712194,로이셀세화,제주특별자치도,제주특별자치도 제주시 구좌읍 세화5길,구좌읍,제주시,126.85680914573,33.523940594874
MA010120220809701090,갤러리카페,제주특별자치도,제주특별자치도 제주시 조천읍 남조로,조천읍,제주시,126.659606094894,33.4651771027042
MA010120220809704858,부러워커피,제주특별자치도,제주특별자치도 제주시 동문로,일도1동,제주시,126.528667467091,33.5131279550167
MA010120220809641425,땡큐베리,제주특별자치도,제주특별자치도 서귀포시 칠십리로,송산동,서귀포시,126.565754953228,33.2411389823564
MA010120220809640546,스콘가게끌림,제주특별자치도,제주특별자치도 제주시 지석9길,삼양동,제주시,126.582773593297,33.5243845359488
MA010120220809651337,이마고,제주특별자치도,제주특별자치도 서귀포시 표선면 세화강왓로,표선면,서귀포시,126.795250979129,33.3250484383839
MA010120220809658782,별위별,제주특별자치도,제주특별자치도 제주시 한경면 한경해안로,한경면,제주시,126.174558136993,33.3423098032269
MA010120220809780030,에이바우트커피뷰강정점,제주특별자치도,제주특별자치도 서귀포시 선반로65번길,대천동,서귀포시,126.498493430833,33.2368827430319
MA010120220809770700,카페두모리에,제주특별자치도,제주특별자치도 제주시 한경면 두모11길,한경면,제주시,126.183063528582,33.357485704202
MA010120220809773448,요거프레스제주성산점,제주특별자치도,제주특별자치도 서귀포시 성산읍 한도로,성산읍,서귀포시,126.911982139516,33.466433645495
MA010120220809764941,망고홀릭법환점,제주특별자치도,제주특별자치도 서귀포시 막숙포로,대륜동,서귀포시,126.51323905857,33.2342634786721
MA010120220809776425,카페로드,제주특별자치도,제주특별자치도 제주시 원노형로,노형동,제주시,126.484755322591,33.487465147786
MA010120220809749967,에이바웃,제주특별자치도,제주특별자치도 서귀포시 천제연로,중문동,서귀포시,126.424172991448,33.2515909625727
MA010120220809741373,백금당제주점,제주특별자치도,제주특별자치도 제주시 박성내동길,아라동,제주시,126.543713876351,33.4906534830389
MA010120220809740645,레이트벗,제주특별자치도,제주특별자치도 서귀포시 성산읍 서성일로,성산읍,서귀포시,126.851260853156,33.42583922869
MA010120220809783067,커피를부탁해,제주특별자치도,제주특별자치도 제주시 조천읍 함덕19길,조천읍,제주시,126.66984930038,33.541110345772
MA010120220809789470,무우수홀리데이,제주특별자치도,제주특별자치도 제주시 진남로,화북동,제주시,126.564093120094,33.5230309269944
MA010120220809790877,네꼬야티하우스,제주특별자치도,제주특별자치도 제주시 애월읍 하귀9길,애월읍,제주시,126.415613465085,33.4856707707413
MA010120220809783386,하올람커피,제주특별자치도,제주특별자치도 서귀포시 명동로,정방동,서귀포시,126.56538086618,33.2473499146611
MA010120220809794025,메가엠지씨커피제주연동점,제주특별자치도,제주특별자치도 제주시 과원북2길,연동,제주시,126.48761519533,33.4787135245679
MA010120220809726163,부북스,제주특별자치도,제주특별자치도 제주시 조천읍 신조로,조천읍,제주시,126.622463514676,33.5167311192996
MA010120220809732020,다복다복,제주특별자치도,제주특별자치도 제주시 구좌읍 세화7길,구좌읍,제주시,126.857994723205,33.523040359874
MA010120220809737396,자유다방,제주특별자치도,제주특별자치도 서귀포시 중정로91번길,중앙동,서귀포시,126.565532496476,33.2492348524165
MA010120220809723529,예인스터디카페,제주특별자치도,제주특별자치도 제주시 구남로7길,이도2동,제주시,126.535669119074,33.4919218960144
MA010120220809734086,부추,제주특별자치도,제주특별자치도 제주시 애월읍 평화로,애월읍,제주시,126.434303715544,33.4474759023534
MA010120220809849098,록록,제주특별자치도,제주특별자치도 제주시 구좌읍 하도서문길,구좌읍,제주시,126.878934329658,33.5288508671799
MA010120220809859254,오르바,제주특별자치도,제주특별자치도 서귀포시 보목포로,송산동,서귀포시,126.609567691247,33.2403916068887
MA010120220809852732,노론존,제주특별자치도,제주특별자치도 제주시 도령로,노형동,제주시,126.484082449908,33.4884360674787
MA010120220809853904,엔일공구,제주특별자치도,제주특별자치도 제주시 구좌읍 김녕로,구좌읍,제주시,126.769412755967,33.5518213168871
MA010120220809850977,마마뜰,제주특별자치도,제주특별자치도 서귀포시 안덕면 신화역사로403번길,안덕면,서귀포시,126.333577945024,33.3101940629254
MA010120220809825591,애월더선셋,제주특별자치도,제주특별자치도 제주시 애월읍 일주서로,애월읍,제주시,126.308875870357,33.45613559567
MA010120220809827330,커피커넥쳐스,제주특별자치도,제주특별자치도 제주시 신대로22길,연동,제주시,126.492886412385,33.4825128798924
MA010120220809862443,유쥬얼커피,제주특별자치도,제주특별자치도 제주시 도남로13길,이도2동,제주시,126.529464169266,33.4931967850646
MA010120220809870509,다솜,제주특별자치도,제주특별자치도 제주시 중앙로,삼도2동,제주시,126.524078808285,33.5078811856538
MA010120220809861956,제주소녀,제주특별자치도,제주특별자치도 제주시 구좌읍 비자숲길,구좌읍,제주시,126.811618353397,33.4946051193815
MA010120220809808469,드라이어드,제주특별자치도,제주특별자치도 제주시 구좌읍 비자림로,구좌읍,제주시,126.772363270988,33.4572398210437
MA010120220809802921,티나,제주특별자치도,제주특별자치도 제주시 한림읍 한림로,한림읍,제주시,126.269300252913,33.4259039519926
MA010120220809809195,남쪽바람,제주특별자치도,제주특별자치도 서귀포시 남원읍 태수로143번길,남원읍,서귀포시,126.726192737845,33.2871462054684
MA010120220809806683,코데인커피로스터스디벨로퍼,제주특별자치도,제주특별자치도 서귀포시 안덕면 사계북로,안덕면,서귀포시,126.296275737071,33.2350826154073
MA010120220809803037,오로라공주,제주특별자치도,제주특별자치도 서귀포시 안덕면 중산간서로1615번길,안덕면,서귀포시,126.348393652762,33.2628929280614
MA010120220809932462,커피프린스,제주특별자치도,제주특별자치도 제주시 서광로29길,이도1동,제주시,126.526808820201,33.5006428457511
MA010120220809939109,카페바라크라,제주특별자치도,제주특별자치도 서귀포시 칠십리로504번길,송산동,서귀포시,126.604143615568,33.2416367498165
MA010120220809934047,우도부릉이,제주특별자치도,제주특별자치도 제주시 우도면 우도해안길,우도면,제주시,126.94882878566,33.5175483110187
